,출발시간,목적지,운항편/항공사,터미널,체크인 카운터,탑승구,출발현황,운항속보
111,19시37분,호찌민 (SGN),EY8464에티하드 항공,T1,B19-C36,7.0, 출발 ,
112,19시37분,호찌민 (SGN),AC6982캐나다항공,T1,B19-C36,7.0, 출발 ,
113,19시43분,프놈펜 (PNH),OZ739아시아나항공,T1,B19-C36,27.0, 출발 ,-
114,19시43분,프놈펜 (PNH),UA7300유나이티드항공,T1,B19-C36,27.0, 출발 ,
115,19시45분,대구 (TAE),KE1413대한항공,T2,-,238.0, 출발 ,-
116,19시45분,대구 (TAE),DL7874델타항공,T2,-,238.0, 출발 ,
117,19시45분,대구 (TAE),AZ2774알리탈리아,T2,-,238.0, 출발 ,
118,19시45분,대구 (TAE),AF7883에어 프랑스,T2,-,238.0, 출발 ,
119,19시48분,홍콩 (HKG),OZ745아시아나항공,T1,B19-C36,43.0, 출발 ,-
120,19시48분,홍콩 (HKG),HX1565홍콩항공,T1,B19-C36,43.0, 출발 ,
121,19시48분,홍콩 (HKG),SA7215남아프리카항공,T1,B19-C36,43.0, 출발 ,
122,19시48분,홍콩 (HKG),UA7308유나이티드항공,T1,B19-C36,43.0, 출발 ,
123,19시51분,괌 (GUM),KE111대한항공,T2,C,241.0, 출발 ,-
124,19시51분,괌 (GUM),DL9036델타항공,T2,C,241.0, 출발 ,
125,19시51분,괌 (GUM),EY8526에티하드 항공,T2,C,241.0, 출발 ,
126,19시52분,타이베이 (TPE),BR159에바항공,T1,E06-E14,49.0, 출발 ,-
127,19시52분,타이베이 (TPE),NZ4925에어 뉴질랜드,T1,E06-E14,49.0, 출발 ,
128,19시52분,타이베이 (TPE),TG6393타이항공,T1,E06-E14,49.0, 출발 ,
129,19시52분,타이베이 (TPE),OZ6871아시아나항공,T1,E06-E14,49.0, 출발 ,
130,19시52분,타이베이 (TPE),AC6534캐나다항공,T1,E06-E14,49.0, 출발 ,
131,19시53분,부산 (PUS),KE1407대한항공,T2,-,250.0, 출발 ,-
132,19시53분,부산 (PUS),DL7877델타항공,T2,-,250.0, 출발 ,
133,19시53분,부산 (PUS),HA6017하와이안 항공,T2,-,250.0, 출발 ,
134,19시53분,부산 (PUS),KL4249케에엘엠네덜란드항공,T2,-,250.0, 출발 ,
135,19시55분,방콕/수완나폼 (BKK),7C2203제주항공,T1,M19-N06,112.0, 출발 ,-
136,19시55분,방콕/수완나폼 (BKK),H19857한 에어,T1,M19-N06,112.0, 출발 ,
137,19시55분,사이판 (SPN),TW307티웨이항공,T1,H01-H18,122.0, 출발 ,-
138,19시57분,밴쿠버 (YVR),AC064캐나다항공,T1,L19-L29,33.0, 출발 ,-
139,19시57분,밴쿠버 (YVR),OZ6102아시아나항공,T1,L19-L29,33.0, 출발 ,
140,19시57분,밴쿠버 (YVR),SQ1002싱가포르항공,T1,L19-L29,33.0, 출발 ,
141,19시59분,뉴욕/존에프케네디 (JFK),KE085대한항공,T2,C,265.0, 출발 ,-
142,19시59분,뉴욕/존에프케네디 (JFK),DL9014델타항공,T2,C,265.0, 출발 ,
143,20시00분,홍콩 (HKG),CX419캐세이패시픽항공,T1,M01-M10,50.0, 출발 ,-
144,20시00분,홍콩 (HKG),QF8230콴타스항공,T1,M01-M10,50.0, 출발 ,
145,20시00분,홍콩 (HKG),QR5831카타르항공,T1,M01-M10,50.0, 출발 ,
146,20시02분,하얼빈 (HRB),CZ684중국남방항공,T1,H35-J18,105.0, 출발 ,-
147,20시02분,하얼빈 (HRB),OZ6749아시아나항공,T1,H35-J18,105.0, 출발 ,
148,20시02분,비엔티안 (VTE),LJ051진에어,T1,F21-G11,118.0, 출발 ,-
149,20시02분,비엔티안 (VTE),KE5757대한항공,T1,F21-G11,118.0, 출발 ,
150,20시04분,브리즈번 (BNE),KE123대한항공,T2,A B G,242.0, 출발 ,-
151,20시04분,브리즈번 (BNE),KL9162케에엘엠네덜란드항공,T2,A B G,242.0, 출발 ,
152,20시06분,토론토 (YYZ),AC062캐나다항공,T1,L19-L29,39.0, 출발 ,-
153,20시06분,토론토 (YYZ),OZ6114아시아나항공,T1,L19-L29,39.0, 출발 ,
154,20시08분,코타키나발루 (BKI),7C2507제주항공,T1,M19-N06,103.0, 출발 ,-
155,20시08분,코타키나발루 (BKI),H19959한 에어,T1,M19-N06,103.0, 출발 ,
156,20시08분,스자좡 (SJW),9C8790춘추항공,T1,B12-B15,117.0, 출발 ,-
157,20시10분,로스앤젤레스 (LAX),KE011대한항공,T2,C,268.0, 출발 ,-
158,20시10분,로스앤젤레스 (LAX),DL9042델타항공,T2,C,268.0, 출발 ,
159,20시10분,로스앤젤레스 (LAX),LA8426란항공,T2,C,268.0, 출발 ,
160,20시10분,로스앤젤레스 (LAX),AM6704아에로멕시코,T2,C,268.0, 출발 ,
161,20시13분,시드니 (SYD),OZ601아시아나항공,T1,B19-C36,10.0, 출발 ,-
162,20시13분,시드니 (SYD),TK8096터키항공,T1,B19-C36,10.0, 출발 ,
163,20시13분,시드니 (SYD),QF368콴타스항공,T1,B19-C36,10.0, 출발 ,
164,20시16분,부산 (PUS),OZ8531아시아나항공,T1,-,18.0, 출발 ,-
165,20시16분,부산 (PUS),TG6709타이항공,T1,-,18.0, 출발 ,
166,20시16분,부산 (PUS),ET1295에티오피아항공,T1,-,18.0, 출발 ,
167,20시16분,부산 (PUS),AC6992캐나다항공,T1,-,18.0, 출발 ,
168,20시18분,상하이/푸동 (PVG),OZ367아시아나항공,T1,B19-C36,21.0, 출발 ,-
169,20시20분,애틀랜타 (ATL),DL026델타항공,T2,F01-F10,251.0, 출발 ,-
170,20시20분,애틀랜타 (ATL),KE5035대한항공,T2,F01-F10,251.0, 출발 ,
171,20시22분,홍콩 (HKG),KE607대한항공,T2,A B G,257.0, 출발 ,-
172,20시22분,홍콩 (HKG),DL7897델타항공,T2,A B G,257.0, 출발 ,
173,20시24분,코타키나발루 (BKI),RS541에어서울,T1,D01-D06,111.0, 출발 ,-
174,20시24분,코타키나발루 (BKI),OZ9683아시아나항공,T1,D01-D06,111.0, 출발 ,
175,20시26분,방콕/수완나폼 (BKK),TW101티웨이항공,T1,H01-H18,110.0, 출발 ,-
176,20시28분,칭다오 (TAO),7C8403제주항공,T1,M19-N06,37.0, 출발 ,-
177,20시28분,칭다오 (TAO),H19784한 에어,T1,M19-N06,37.0, 출발 ,
178,20시32분,방콕/수완나폼 (BKK),KE659대한항공,T2,A B G,249.0, 출발 ,-
179,20시32분,방콕/수완나폼 (BKK),DL7917델타항공,T2,A B G,249.0, 출발 ,
180,20시34분,세부 (CEB),7C2405제주항공,T1,M19-N06,108.0, 출발 ,-
181,20시34분,세부 (CEB),H19865한 에어,T1,M19-N06,108.0, 출발 ,
182,20시37분,세부 (CEB),LJ025진에어,T1,F23-G11,34.0, 출발 ,-
183,20시39분,호놀룰루 (HNL),OZ232아시아나항공,T1,B19-C36,12.0, 출발 ,-
184,20시39분,호놀룰루 (HNL),TG6733타이항공,T1,B19-C36,12.0, 출발 ,
185,20시39분,호놀룰루 (HNL),SQ5732싱가포르항공,T1,B19-C36,12.0, 출발 ,
186,20시42분,샌프란시스코 (SFO),KE025대한항공,T2,C,253.0, 출발 ,-
187,20시42분,샌프란시스코 (SFO),DL7891델타항공,T2,C,253.0, 출발 ,
188,20시45분,방콕/수완나폼 (BKK),OZ743아시아나항공,T1,B19-C36,19.0, 출발 ,-
189,20시45분,방콕/수완나폼 (BKK),TG6723타이항공,T1,B19-C36,19.0, 출발 ,
190,20시46분,선양 (SHE),CZ672중국남방항공,T1,J05-J18,107.0, 출발 ,-
191,20시46분,선양 (SHE),KE5833대한항공,T1,J05-J18,107.0, 출발 ,
192,20시51분,홍콩 (HKG),RS501에어서울,T1,D01-D06,104.0, 출발 ,-
193,20시51분,홍콩 (HKG),OZ9661아시아나항공,T1,D01-D06,104.0, 출발 ,
194,20시55분,다낭 (DAD),ZE593이스타항공,T1,F06-F18,127.0, 출발 ,-
195,20시55분,호놀룰루 (HNL),KE053대한항공,T2,C,233.0, 출발 ,-
196,20시55분,호놀룰루 (HNL),DL7939델타항공,T2,C,233.0, 출발 ,
197,20시55분,호놀룰루 (HNL),HA6019하와이안 항공,T2,C,233.0, 출발 ,
198,20시57분,사이판 (SPN),OZ625아시아나항공,T1,B19-C36,20.0, 출발 ,-
199,20시58분,가오슝 (KHH),BR171에바항공,T1,E12-E16,42.0, 출발 ,-
200,20시58분,가오슝 (KHH),AC6538캐나다항공,T1,E12-E16,42.0, 출발 ,
201,20시58분,가오슝 (KHH),OZ6875아시아나항공,T1,E12-E16,42.0, 출발 ,
202,18시00분,방콕/수완나폼 (BKK)(경유),TG635타이항공,T1,D26-D34,40.0, 출발 ,-
203,18시06분,오사카/ 간사이 (KIX),7C1306제주항공,T1,M19-N06,125.0, 출발 ,-
204,18시06분,오사카/ 간사이 (KIX),H19815한 에어,T1,M19-N06,125.0, 출발 ,
205,18시08분,부산 (PUS),KE1405대한항공,T2,-,245.0, 출발 ,-
206,18시08분,부산 (PUS),AZ2775알리탈리아,T2,-,245.0, 출발 ,
207,18시08분,부산 (PUS),AF7903에어 프랑스,T2,-,245.0, 출발 ,
208,18시08분,부산 (PUS),KL4247케에엘엠네덜란드항공,T2,-,245.0, 출발 ,
209,18시08분,부산 (PUS),DL7878델타항공,T2,-,245.0, 출발 ,
210,18시11분,괌 (GUM),TW301티웨이항공,T1,H01-H18,102.0, 출발 ,-
211,18시13분,호찌민 (SGN),VN405베트남항공,T1,E14-E29,106.0, 출발 ,-
212,18시13분,호찌민 (SGN),KE5675대한항공,T1,E14-E29,106.0, 출발 ,
213,18시14분,샌프란시스코 (SFO),UA892유나이티드항공,T1,D19-D25,30.0, 출발 ,-
214,18시14분,샌프란시스코 (SFO),OZ6614아시아나항공,T1,D19-D25,30.0, 출발 ,
215,18시17분,타이베이 (TPE),CI149중화항공,T2,F11-F18,261.0, 출발 ,-
216,18시20분,코타키나발루 (BKI),LJ061진에어,T1,F21-G11,49.0, 출발 ,-
217,18시20분,코타키나발루 (BKI),KE5761대한항공,T1,F21-G11,49.0, 출발 ,
218,18시21분,시애틀 (SEA),OZ272아시아나항공,T1,A07-C36,24.0, 출발 ,-
219,18시21분,시애틀 (SEA),TG6749타이항공,T1,A07-C36,24.0, 출발 ,
220,18시21분,시애틀 (SEA),SQ5772싱가포르항공,T1,A07-C36,24.0, 출발 ,
221,18시21분,시애틀 (SEA),UA7291유나이티드항공,T1,A07-C36,24.0, 출발 ,
222,18시24분,치앙마이 (CNX),KE667대한항공,T2,A B D E G,239.0, 출발 ,-
223,18시24분,치앙마이 (CNX),DL7924델타항공,T2,A B D E G,239.0, 출발 ,
224,18시25분,베이징 (PEK),CA126중국국제항공,T1,L27-L36,47.0, 출발 ,-
225,18시25분,베이징 (PEK),OZ6803아시아나항공,T1,L27-L36,47.0, 출발 ,
226,18시27분,마닐라 (MNL),7C2305제주항공,T1,M19-N06,37.0, 출발 ,-
227,18시27분,마닐라 (MNL),H19863한 에어,T1,M19-N06,37.0, 출발 ,
228,18시30분,하노이 (HAN),VN415베트남항공,T1,E14-E29,109.0, 출발 ,-
229,18시30분,하노이 (HAN),KE5689대한항공,T1,E14-E29,109.0, 출발 ,
230,18시32분,호찌민 (SGN),KE683대한항공,T2,A B D E G,248.0, 출발 ,-
231,18시32분,호찌민 (SGN),VN3401베트남항공,T2,A B D E G,248.0, 출발 ,
232,18시32분,호찌민 (SGN),DL7925델타항공,T2,A B D E G,248.0, 출발 ,
233,18시34분,칼리보 (KLO),Z2039필리핀에어아시아,T1,E01-E04,104.0, 출발 ,-
234,18시36분,치앙마이 (CNX),7C4205제주항공,T1,M19-N06,130.0, 출발 ,-
235,18시36분,치앙마이 (CNX),H19780한 에어,T1,M19-N06,130.0, 출발 ,
236,18시39분,다낭 (DAD),ZE591이스타항공,T1,F06-F18,110.0, 출발 ,-
237,18시40분,후쿠오카 (FUK),OZ136아시아나항공,T1,A07-C36,22.0, 출발 ,-
238,18시40분,후쿠오카 (FUK),ET1444에티오피아항공,T1,A07-C36,22.0, 출발 ,
239,18시40분,후쿠오카 (FUK),TK8094터키항공,T1,A07-C36,22.0, 출발 ,
240,18시40분,후쿠오카 (FUK),NH6898전일본공수 주식회사,T1,A07-C36,22.0, 출발 ,
241,18시40분,후쿠오카 (FUK),AC6998캐나다항공,T1,A07-C36,22.0, 출발 ,
242,18시40분,후쿠오카 (FUK),EY8442에티하드 항공,T1,A07-C36,22.0, 출발 ,
243,18시42분,양곤 (RGN),KE471대한항공,T2,A B D E G,234.0, 출발 ,-
244,18시42분,양곤 (RGN),8M7471미얀마국제항공,T2,A B D E G,234.0, 출발 ,
245,18시45분,후쿠오카 (FUK),TW293티웨이항공,T1,H01-H18,112.0, 출발 ,-
246,18시48분,쿤밍 (KMG),KE885대한항공,T2,A B D E G,238.0, 출발 ,-
247,18시48분,쿤밍 (KMG),MU8311중국동방항공,T2,A B D E G,238.0, 출발 ,
248,18시49분,시애틀 (SEA),DL198델타항공,T2,F01-F10,251.0, 출발 ,-
249,18시49분,시애틀 (SEA),KE5019대한항공,T2,F01-F10,251.0, 출발 ,
250,18시49분,방콕/수완나폼 (BKK),KE651대한항공,T2,A B D E G,267.0, 출발 ,-
251,18시49분,방콕/수완나폼 (BKK),DL7852델타항공,T2,A B D E G,267.0, 출발 ,
252,18시52분,상하이/푸동 (PVG),FM828상하이항공,T1,H20-H25,127.0, 출발 ,-
253,18시52분,상하이/푸동 (PVG),KE5893대한항공,T1,H20-H25,127.0, 출발 ,
254,18시52분,상하이/푸동 (PVG),MU9828중국동방항공,T1,H20-H25,127.0, 출발 ,
255,18시55분,다낭 (DAD),KE463대한항공,T2,A B D E G,263.0, 출발 ,-
256,18시55분,다낭 (DAD),DL7680델타항공,T2,A B D E G,263.0, 출발 ,
257,18시55분,다낭 (DAD),VN3441베트남항공,T2,A B D E G,263.0, 출발 ,
258,18시56분,댈러스/댈러스포트워스 (DFW),AA280아메리칸항공,T1,M09-M16,31.0, 출발 ,-
259,18시56분,댈러스/댈러스포트워스 (DFW),MH9428말레이시아 에어라인스,T1,M09-M16,31.0, 출발 ,
260,18시56분,댈러스/댈러스포트워스 (DFW),KE5031대한항공,T1,M09-M16,31.0, 출발 ,
261,18시59분,후쿠오카 (FUK),KE781대한항공,T2,A B D E G,260.0, 출발 ,-
262,18시59분,후쿠오카 (FUK),JL5224일본항공,T2,A B D E G,260.0, 출발 ,
263,18시59분,후쿠오카 (FUK),DL7883델타항공,T2,A B D E G,260.0, 출발 ,
264,18시59분,후쿠오카 (FUK),KL4258케에엘엠네덜란드항공,T2,A B D E G,260.0, 출발 ,
265,18시59분,후쿠오카 (FUK),AZ2772알리탈리아,T2,A B D E G,260.0, 출발 ,
266,19시01분,도쿄/나리타 (NRT),KE705대한항공,T2,A B D E G,264.0, 출발 ,-
267,19시01분,도쿄/나리타 (NRT),DL7672델타항공,T2,A B D E G,264.0, 출발 ,
268,19시01분,도쿄/나리타 (NRT),JL5206일본항공,T2,A B D E G,264.0, 출발 ,
269,19시04분,도쿄/나리타 (NRT),OZ108아시아나항공,T1,A07-C36,11.0, 출발 ,-
270,19시04분,도쿄/나리타 (NRT),UA7297유나이티드항공,T1,A07-C36,11.0, 출발 ,
271,19시04분,도쿄/나리타 (NRT),EY8459에티하드 항공,T1,A07-C36,11.0, 출발 ,
272,19시04분,도쿄/나리타 (NRT),NH6978전일본공수 주식회사,T1,A07-C36,11.0, 출발 ,
273,19시05분,다낭 (DAD),OZ755아시아나항공,T1,A07-C36,15.0, 출발 ,-
274,19시06분,시드니 (SYD),KE121대한항공,T2,A B D E G,268.0, 출발 ,-
275,19시06분,시드니 (SYD),AF7876에어 프랑스,T2,A B D E G,268.0, 출발 ,
276,19시07분,하노이 (HAN),KE679대한항공,T2,A B D E G,249.0, 출발 ,-
277,19시07분,하노이 (HAN),VN3411베트남항공,T2,A B D E G,249.0, 출발 ,
278,19시07분,하노이 (HAN),DL7923델타항공,T2,A B D E G,249.0, 출발 ,
279,19시09분,나고야 (NGO),7C1608제주항공,T1,M19-N06,122.0, 출발 ,-
280,19시09분,나고야 (NGO),H19840한 에어,T1,M19-N06,122.0, 출발 ,
281,19시09분,싱가포르 (SIN),KE645대한항공,T2,A B D E G,231.0, 출발 ,-
282,19시09분,싱가포르 (SIN),DL7690델타항공,T2,A B D E G,231.0, 출발 ,
283,19시13분,뭄바이 (BOM),KE655대한항공,T2,A B D E G,247.0, 출발 ,-
284,19시13분,뭄바이 (BOM),DL7674델타항공,T2,A B D E G,247.0, 출발 ,
285,19시15분,세부 (CEB),KE631대한항공,T2,A B D E G,235.0, 출발 ,-
286,19시15분,밴쿠버 (YVR),KE071대한항공,T2,A B D E G,257.0, 출발 ,-
287,19시16분,코타키나발루 (BKI),ZE501이스타항공,T1,F06-F18,124.0, 출발 ,-
