,출발시간,목적지,운항편/항공사,터미널,체크인 카운터,탑승구,출발현황,운항속보
23,21시11분,칼리보 (KLO),RS531에어서울,T1,D01-D06,106.0, 출발 ,-
24,21시11분,칼리보 (KLO),OZ9681아시아나항공,T1,D01-D06,106.0, 출발 ,
25,21시11분,로스앤젤레스 (LAX),OZ204아시아나항공,T1,B19-C36,23.0, 출발 ,-
26,21시11분,로스앤젤레스 (LAX),TG6743타이항공,T1,B19-C36,23.0, 출발 ,
27,21시11분,로스앤젤레스 (LAX),CM8001코파항공,T1,B19-C36,23.0, 출발 ,
28,21시11분,로스앤젤레스 (LAX),UA7287유나이티드항공,T1,B19-C36,23.0, 출발 ,
29,21시11분,로스앤젤레스 (LAX),SQ5704싱가포르항공,T1,B19-C36,23.0, 출발 ,
30,21시13분,청두 (CTU),3U8904사천항공,T1,D13-D16,45.0, 출발 ,-
31,21시13분,청두 (CTU),CZ4090중국남방항공,T1,D13-D16,45.0, 출발 ,
32,21시14분,마카오 (MFM),NX825에어마카우,T1,L23-L27,47.0, 출발 ,-
33,21시14분,마카오 (MFM),OZ6865아시아나항공,T1,L23-L27,47.0, 출발 ,
34,21시15분,오사카/ 간사이 (KIX),MM010피치항공,T1,E01-E05,115.0, 출발 ,-
35,21시16분,호찌민 (SGN),TW121티웨이항공,T1,H01-H18,128.0, 출발 ,-
36,21시19분,뉴욕/존에프케네디 (JFK),OZ224아시아나항공,T1,B19-C36,24.0, 출발 ,-
37,21시19분,뉴욕/존에프케네디 (JFK),TG6755타이항공,T1,B19-C36,24.0, 출발 ,
38,21시19분,뉴욕/존에프케네디 (JFK),UA7302유나이티드항공,T1,B19-C36,24.0, 출발 ,
39,21시19분,뉴욕/존에프케네디 (JFK),CM8007코파항공,T1,B19-C36,24.0, 출발 ,
40,21시22분,방콕/수완나폼 (BKK),ZE513이스타항공,T1,F06-F18,126.0, 출발 ,-
41,21시22분,칭다오 (TAO),SC4778산동항공,T1,N07-N15,16.0, 출발 ,-
42,21시22분,칭다오 (TAO),OZ6713아시아나항공,T1,N07-N15,16.0, 출발 ,
43,21시22분,칭다오 (TAO),CA4778중국국제항공,T1,N07-N15,16.0, 출발 ,
44,21시28분,호찌민 (SGN),7C4703제주항공,T1,M19-N06,125.0, 출발 ,-
45,21시28분,호찌민 (SGN),H19908한 에어,T1,M19-N06,125.0, 출발 ,
46,21시31분,광저우 (CAN),OZ357아시아나항공,T1,B19-C36,18.0, 출발 ,-
47,21시33분,타이베이 (TPE),CI163중화항공,T2,F10-F17,261.0, 출발 ,-
48,21시33분,타이베이 (TPE),DL7720델타항공,T2,F10-F17,261.0, 출발 ,
49,21시33분,타이베이 (TPE),KE5693대한항공,T2,F10-F17,261.0, 출발 ,
50,21시35분,세부 (CEB),OZ709아시아나항공,T1,B19-C36,9.0, 출발 ,-
51,21시38분,방콕/수완나폼 (BKK),TG655타이항공,T1,D26-D34,39.0, 출발 ,-
52,21시45분,도쿄/하네다 (HND),OZ178아시아나항공,T1,B19-C36,11.0, 출발 ,-
53,21시45분,도쿄/하네다 (HND),NH6896전일본공수 주식회사,T1,B19-C36,11.0, 출발 ,
54,21시49분,다낭 (DAD),LJ059진에어,T1,F23-G11,113.0, 출발 ,-
55,21시49분,다낭 (DAD),KE5769대한항공,T1,F23-G11,113.0, 출발 ,
56,21시57분,하노이 (HAN),7C2803제주항공,T1,M19-N06,38.0, 출발 ,-
57,21시57분,하노이 (HAN),H19873한 에어,T1,M19-N06,38.0, 출발 ,
58,21시59분,지난 (TNA),SC4988산동항공,T1,N07-N15,10.0, 출발 ,-
59,21시59분,지난 (TNA),OZ6719아시아나항공,T1,N07-N15,10.0, 출발 ,
60,21시59분,지난 (TNA),CA4988중국국제항공,T1,N07-N15,10.0, 출발 ,
61,22시00분,홍콩 (HKG),UO627홍콩익스프레스,T1,D19-D23,121.0, 출발 ,-
62,22시03분,다롄 (DLC),CZ676중국남방항공,T1,J05-J18,104.0, 출발 ,-
63,22시03분,다롄 (DLC),KE5823대한항공,T1,J05-J18,104.0, 출발 ,
64,22시04분,다낭 (DAD),7C2903제주항공,T1,M19-N06,37.0, 출발 ,-
65,22시04분,다낭 (DAD),H19877한 에어,T1,M19-N06,37.0, 출발 ,
66,22시09분,나트랑 (CXR),7C4907제주항공,T1,M19-N06,118.0, 출발 ,-
67,22시09분,나트랑 (CXR),H19782한 에어,T1,M19-N06,118.0, 출발 ,
68,22시12분,마카오 (MFM),LJ121진에어,T1,F23-F36,32.0, 출발 ,-
69,22시12분,마카오 (MFM),KE5753대한항공,T1,F23-F36,32.0, 출발 ,
70,22시18분,사이판 (SPN),7C3404제주항공,T1,M19-N06,122.0, 출발 ,-
71,22시18분,사이판 (SPN),H19890한 에어,T1,M19-N06,122.0, 출발 ,
72,22시24분,괌 (GUM),7C3106제주항공,T1,M19-N06,31.0, 출발 ,-
73,22시24분,괌 (GUM),H19882한 에어,T1,M19-N06,31.0, 출발 ,
74,22시26분,세부 (CEB),5J129세부퍼시픽항공,T1,J01-J05,111.0, 출발 ,-
75,22시31분,세부 (CEB),Z29047필리핀에어아시아,T1,F01-F19,117.0, 출발 ,-
76,22시33분,블라디보스토크 (VVO),HZ5435오로라항공,T1,D24-D27,34.0, 출발 ,-
77,22시33분,블라디보스토크 (VVO),SU5435아에로플로트 러시아항공,T1,D24-D27,34.0, 출발 ,
78,22시33분,블라디보스토크 (VVO),KE5981대한항공,T1,D24-D27,34.0, 출발 ,
79,22시35분,마카오 (MFM),7C2003제주항공,T1,M19-N06,124.0, 출발 ,-
80,22시35분,마카오 (MFM),H19851한 에어,T1,M19-N06,124.0, 출발 ,
81,22시41분,다낭 (DAD),RS511에어서울,T1,D01-D06,101.0, 출발 ,-
82,22시41분,다낭 (DAD),OZ9671아시아나항공,T1,D01-D06,101.0, 출발 ,
83,22시43분,옌타이 (YNT),SC4708산동항공,T1,N07-N15,11.0, 출발 ,-
84,22시43분,옌타이 (YNT),OZ6711아시아나항공,T1,N07-N15,11.0, 출발 ,
85,22시43분,옌타이 (YNT),CA4708중국국제항공,T1,N07-N15,11.0, 출발 ,
86,22시51분,하노이 (HAN),TW163티웨이항공,T1,H01-H18,102.0, 출발 ,-
87,22시56분,세부 (CEB),7C2407제주항공,T1,M19-N06,41.0, 출발 ,-
88,22시56분,세부 (CEB),H19937한 에어,T1,M19-N06,41.0, 출발 ,
89,23시00분,마닐라 (MNL),OZ703아시아나항공,T1,B19-C36,22.0, 출발 ,-
90,23시05분,다낭 (DAD),VJ875비엣젯항공,T1,E31-E34,106.0, 출발 ,-
91,23시07분,도쿄/하네다 (HND),MM808피치항공,T1,E01-E05,119.0, 출발 ,-
92,23시10분,마카오 (MFM),TW107티웨이항공,T1,H01-H18,103.0, 출발 ,-
93,23시11분,옌지(연길) (YNJ),MU5086중국동방항공,T1,H19-H30,131.0, 출발 ,-
94,23시13분,나트랑 (CXR),TW157티웨이항공,T1,H01-H18,110.0, 출발 ,-
95,23시15분,칭다오 (TAO),QW9902청도항공,T1,H13-H16,9.0, 출발 ,-
96,23시19분,베이징 (PEK),KE859대한항공,T2,A B G,249.0, 출발 ,-
97,23시19분,베이징 (PEK),MF9100샤먼항공,T2,A B G,249.0, 출발 ,
98,23시19분,베이징 (PEK),CZ4520중국남방항공,T2,A B G,249.0, 출발 ,
99,23시20분,나트랑 (CXR),ZE561이스타항공,T1,F07-F18,127.0, 출발 ,-
100,23시22분,베이징 (PEK),CZ316중국남방항공,T1,J06-J18,107.0, 출발 ,-
101,23시22분,베이징 (PEK),KE5803대한항공,T1,J06-J18,107.0, 출발 ,
102,23시30분,청두 (CTU),OZ3233아시아나항공,T1,B19-C18,8.0, 출발 ,-
103,23시30분,청두 (CTU),CA5046중국국제항공,T1,B19-C18,8.0, 출발 ,
104,23시32분,싱가포르 (SIN),SQ603싱가포르항공,T1,D08-D17,23.0, 출발 ,-
105,23시32분,싱가포르 (SIN),OZ6783아시아나항공,T1,D08-D17,23.0, 출발 ,
106,23시32분,싱가포르 (SIN),VA5405버진 오스트레일리아,T1,D08-D17,23.0, 출발 ,
107,23시32분,싱가포르 (SIN),AC6306캐나다항공,T1,D08-D17,23.0, 출발 ,
108,23시34분,상하이/푸동 (PVG),ZE871이스타항공,T1,F07-F18,130.0, 출발 ,-
109,23시39분,상하이/푸동 (PVG),9C8560춘추항공,T1,C19-E30,18.0, 출발 ,-
110,23시43분,다낭 (DAD),TW127티웨이항공,T1,H01-H18,125.0, 출발 ,-
111,23시45분,샌프란시스코 (SFO)(경유),UA892유나이티드항공,T1,E06-E08,33.0, 출발 ,-
112,23시45분,샌프란시스코 (SFO)(경유),OZ6614아시아나항공,T1,E06-E08,33.0, 출발 ,
113,23시47분,세부 (CEB),Z27047필리핀에어아시아,T1,F01-F19,113.0, 출발 ,-
114,23시57분,클라크필드 (CRK),OZ707아시아나항공,T1,B19-C18,14.0, 출발 ,-
115,23시59분,칭다오 (TAO),SC4722산동항공,T1,L27-L30,10.0, 출발 ,-
116,23시59분,칭다오 (TAO),CA4722중국국제항공,T1,L27-L30,10.0, 출발 ,
117,23시59분,칭다오 (TAO),OZ6717아시아나항공,T1,L27-L30,10.0, 출발 ,
118,21시02분,방콕/수완나폼 (BKK),OZ743아시아나항공,T1,A07-C36,26.0, 출발 ,-
119,21시02분,방콕/수완나폼 (BKK),TG6723타이항공,T1,A07-C36,26.0, 출발 ,
120,21시03분,밴쿠버 (YVR),AC064캐나다항공,T1,L19-L19,33.0, 출발 ,-
121,21시03분,밴쿠버 (YVR),SQ1002싱가포르항공,T1,L19-L19,33.0, 출발 ,
122,21시03분,밴쿠버 (YVR),OZ6102아시아나항공,T1,L19-L19,33.0, 출발 ,
123,21시06분,도쿄/하네다 (HND),KE719대한항공,T2,A B G,248.0, 출발 ,-
124,21시06분,도쿄/하네다 (HND),JL5256일본항공,T2,A B G,248.0, 출발 ,
125,21시06분,도쿄/하네다 (HND),AF7881에어 프랑스,T2,A B G,248.0, 출발 ,
126,21시09분,나트랑 (CXR),KE467대한항공,T2,A B G,263.0, 출발 ,-
127,21시09분,나트랑 (CXR),DL7678델타항공,T2,A B G,263.0, 출발 ,
128,21시09분,나트랑 (CXR),VN3409베트남항공,T2,A B G,263.0, 출발 ,
129,21시11분,로스앤젤레스 (LAX),OZ204아시아나항공,T1,A07-C36,24.0, 출발 ,-
130,21시11분,로스앤젤레스 (LAX),UA7287유나이티드항공,T1,A07-C36,24.0, 출발 ,
131,21시11분,로스앤젤레스 (LAX),TG6743타이항공,T1,A07-C36,24.0, 출발 ,
132,21시11분,로스앤젤레스 (LAX),CM8001코파항공,T1,A07-C36,24.0, 출발 ,
133,21시11분,로스앤젤레스 (LAX),SQ5704싱가포르항공,T1,A07-C36,24.0, 출발 ,
134,21시13분,오사카/ 간사이 (KIX),KE721대한항공,T2,A B G,243.0, 출발 ,-
135,21시13분,오사카/ 간사이 (KIX),AZ2771알리탈리아,T2,A B G,243.0, 출발 ,
136,21시13분,오사카/ 간사이 (KIX),DL7682델타항공,T2,A B G,243.0, 출발 ,
137,21시13분,오사카/ 간사이 (KIX),AF7891에어 프랑스,T2,A B G,243.0, 출발 ,
138,21시13분,오사카/ 간사이 (KIX),JL5214일본항공,T2,A B G,243.0, 출발 ,
139,21시15분,다낭 (DAD),ZE593이스타항공,T1,F06-F18,131.0, 출발 ,-
140,21시18분,상하이/푸동 (PVG),OZ367아시아나항공,T1,A07-C36,23.0, 출발 ,-
141,21시20분,칭다오 (TAO),SC4778산동항공,T1,N07-N14,8.0, 출발 ,-
142,21시20분,칭다오 (TAO),CA4778중국국제항공,T1,N07-N14,8.0, 출발 ,
143,21시20분,칭다오 (TAO),OZ6713아시아나항공,T1,N07-N14,8.0, 출발 ,
144,21시21분,타이베이 (TPE),CI163중화항공,T2,F10-F17,258.0, 출발 ,-
145,21시21분,타이베이 (TPE),KE5693대한항공,T2,F10-F17,258.0, 출발 ,
146,21시21분,타이베이 (TPE),DL7720델타항공,T2,F10-F17,258.0, 출발 ,
147,21시22분,라스베이거스 (LAS),KE005대한항공,T2,C,257.0, 출발 ,-
148,21시22분,라스베이거스 (LAS),DL9034델타항공,T2,C,257.0, 출발 ,
149,21시24분,호찌민 (SGN),TW121티웨이항공,T1,H01-H18,108.0, 출발 ,-
150,21시24분,오사카/ 간사이 (KIX),MM010피치항공,T1,E01-E05,123.0, 출발 ,-
151,21시26분,광저우 (CAN),OZ357아시아나항공,T1,A07-C36,22.0, 출발 ,-
152,21시27분,샌프란시스코 (SFO),OZ212아시아나항공,T1,A07-C36,19.0, 출발 ,-
153,21시27분,샌프란시스코 (SFO),SQ5712싱가포르항공,T1,A07-C36,19.0, 출발 ,
154,21시27분,샌프란시스코 (SFO),TG6747타이항공,T1,A07-C36,19.0, 출발 ,
155,21시27분,샌프란시스코 (SFO),UA7289유나이티드항공,T1,A07-C36,19.0, 출발 ,
156,21시29분,나트랑 (CXR),ZE561이스타항공,T1,F06-F18,124.0, 출발 ,-
157,21시32분,세부 (CEB),OZ709아시아나항공,T1,A07-C36,14.0, 출발 ,-
158,21시36분,방콕/수완나폼 (BKK),TG655타이항공,T1,D26-D34,39.0, 출발 ,-
159,21시38분,하노이 (HAN),7C2803제주항공,T1,M19-N06,37.0, 출발 ,-
160,21시38분,하노이 (HAN),H19873한 에어,T1,M19-N06,37.0, 출발 ,
161,21시39분,도쿄/하네다 (HND),OZ178아시아나항공,T1,A07-C36,11.0, 출발 ,-
162,21시39분,도쿄/하네다 (HND),NH6896전일본공수 주식회사,T1,A07-C36,11.0, 출발 ,
163,21시41분,홍콩 (HKG),RS501에어서울,T1,D01-D06,107.0, 출발 ,-
164,21시41분,홍콩 (HKG),OZ9661아시아나항공,T1,D01-D06,107.0, 출발 ,
165,21시43분,방콕/수완나폼 (BKK),ZE513이스타항공,T1,F06-F18,128.0, 출발 ,-
166,21시45분,하이커우 (HAK),7C8607제주항공,T1,M19-N06,130.0, 출발 ,-
167,21시45분,하이커우 (HAK),H19883한 에어,T1,M19-N06,130.0, 출발 ,
168,21시47분,코타키나발루 (BKI),RS541에어서울,T1,D01-D06,101.0, 출발 ,-
169,21시47분,코타키나발루 (BKI),OZ9683아시아나항공,T1,D01-D06,101.0, 출발 ,
170,21시53분,옌타이 (YNT),SC4708산동항공,T1,N07-N14,20.0, 출발 ,-
171,21시53분,옌타이 (YNT),OZ6711아시아나항공,T1,N07-N14,20.0, 출발 ,
172,21시53분,옌타이 (YNT),CA4708중국국제항공,T1,N07-N14,20.0, 출발 ,
173,21시53분,호찌민 (SGN),7C4703제주항공,T1,M19-N06,30.0, 출발 ,-
174,21시53분,호찌민 (SGN),H19908한 에어,T1,M19-N06,30.0, 출발 ,
175,21시55분,클라크필드 (CRK),OZ707아시아나항공,T1,A07-C36,15.0, 출발 ,-
176,21시57분,하노이 (HAN),TW163티웨이항공,T1,H01-H18,125.0, 출발 ,-
177,21시59분,호찌민 (SGN),VJ861비엣젯항공,T1,E19-E22,119.0, 출발 ,-
178,22시01분,클라크필드 (CRK),LJ023진에어,T1,F23-G11,110.0, 출발 ,-
179,22시01분,클라크필드 (CRK),KE5763대한항공,T1,F23-G11,110.0, 출발 ,
180,22시03분,마카오 (MFM),NX825에어마카우,T1,L23-L27,42.0, 출발 ,-
181,22시03분,마카오 (MFM),OZ6865아시아나항공,T1,L23-L27,42.0, 출발 ,
182,22시06분,다롄 (DLC),CZ676중국남방항공,T1,J05-J18,111.0, 출발 ,-
183,22시06분,다롄 (DLC),KE5823대한항공,T1,J05-J18,111.0, 출발 ,
184,22시08분,지난 (TNA),SC4988산동항공,T1,N07-N14,12.0, 출발 ,-
185,22시08분,지난 (TNA),OZ6719아시아나항공,T1,N07-N14,12.0, 출발 ,
186,22시08분,지난 (TNA),CA4988중국국제항공,T1,N07-N14,12.0, 출발 ,
187,22시09분,칼리보 (KLO),RS531에어서울,T1,D01-D06,117.0, 출발 ,-
188,22시09분,칼리보 (KLO),OZ9681아시아나항공,T1,D01-D06,117.0, 출발 ,
189,22시14분,창사 (CSX),MU2024중국동방항공,T1,H19-H30,121.0, 출발 ,-
190,22시14분,창사 (CSX),KE5889대한항공,T1,H19-H30,121.0, 출발 ,
191,22시16분,세부 (CEB),5J129세부퍼시픽항공,T1,J01-J05,113.0, 출발 ,-
192,22시19분,다낭 (DAD),LJ059진에어,T1,F23-G11,109.0, 출발 ,-
193,22시19분,다낭 (DAD),KE5769대한항공,T1,F23-G11,109.0, 출발 ,
194,22시21분,사이판 (SPN),7C3404제주항공,T1,M19-N06,32.0, 출발 ,-
195,22시21분,사이판 (SPN),H19890한 에어,T1,M19-N06,32.0, 출발 ,
196,22시25분,마카오 (MFM),LJ121진에어,T1,F23-F36,38.0, 출발 ,-
197,22시25분,마카오 (MFM),KE5753대한항공,T1,F23-F36,38.0, 출발 ,
198,22시27분,싼야 (SYX),TW621티웨이항공,T1,H01-H18,112.0, 출발 ,-
199,22시30분,코로르 (ROR),OZ609아시아나항공,T1,A07-C36,18.0, 출발 ,-
200,22시32분,세부 (CEB),7C2407제주항공,T1,M19-N06,108.0, 출발 ,-
201,22시32분,세부 (CEB),H19937한 에어,T1,M19-N06,108.0, 출발 ,
202,22시37분,나트랑 (CXR),7C4907제주항공,T1,M19-N06,118.0, 출발 ,-
203,22시37분,나트랑 (CXR),H19782한 에어,T1,M19-N06,118.0, 출발 ,
204,22시37분,블라디보스토크 (VVO),HZ5435오로라항공,T1,D21-D27,41.0, 출발 ,-
205,22시37분,블라디보스토크 (VVO),SU5435아에로플로트 러시아항공,T1,D21-D27,41.0, 출발 ,
206,22시37분,블라디보스토크 (VVO),KE5981대한항공,T1,D21-D27,41.0, 출발 ,
207,22시39분,세부 (CEB),Z29047필리핀에어아시아,T1,F01-F06,123.0, 출발 ,-
208,22시40분,다낭 (DAD),7C2903제주항공,T1,M19-N06,45.0, 출발 ,-
209,22시40분,다낭 (DAD),H19877한 에어,T1,M19-N06,45.0, 출발 ,
210,22시45분,싱가포르 (SIN)(경유),TR897스쿠트타이거항공,T1,E24-E30,107.0, 출발 ,-
211,22시48분,선전 (SZX),ZH9038심천항공,T1,C19-C22,35.0, 출발 ,-
212,22시48분,선전 (SZX),CA3438중국국제항공,T1,C19-C22,35.0, 출발 ,
213,22시48분,선전 (SZX),OZ6893아시아나항공,T1,C19-C22,35.0, 출발 ,
214,22시53분,도쿄/하네다 (HND),MM808피치항공,T1,E01-E05,105.0, 출발 ,-
215,22시56분,다낭 (DAD),VJ875비엣젯항공,T1,E31-E34,115.0, 출발 ,-
216,23시02분,말레 (MLE)(경유),KE473대한항공,T2,A B G,252.0, 출발 ,-
217,23시02분,말레 (MLE)(경유),DL7666델타항공,T2,A B G,252.0, 출발 ,
218,23시06분,타슈켄트 (TAS),HY514우즈베키스탄항공,T1,L28-L34,31.0, 출발 ,-
219,23시06분,타슈켄트 (TAS),KE5943대한항공,T1,L28-L34,31.0, 출발 ,
220,23시10분,쿤밍 (KMG),MU2004중국동방항공,T1,H19-H30,126.0, 출발 ,-
221,23시10분,쿤밍 (KMG),KE5855대한항공,T1,H19-H30,126.0, 출발 ,
222,23시13분,나트랑 (CXR),TW157티웨이항공,T1,H01-H18,103.0, 출발 ,-
223,23시20분,다낭 (DAD),TW127티웨이항공,T1,H01-H18,114.0, 출발 ,-
224,23시22분,클라크필드 (CRK),7C4603제주항공,T1,M19-M36,28.0, 출발 ,-
225,23시22분,클라크필드 (CRK),H19766한 에어,T1,M19-M36,28.0, 출발 ,
226,23시23분,칭다오 (TAO),QW9902청도항공,T1,H13-H16,14.0, 출발 ,-
227,23시27분,베이징 (PEK),CZ316중국남방항공,T1,J06-J18,104.0, 출발 ,-
228,23시27분,베이징 (PEK),KE5803대한항공,T1,J06-J18,104.0, 출발 ,
229,23시30분,싱가포르 (SIN),KE647대한항공,T2,A B G,251.0, 출발 ,-
230,23시30분,싱가포르 (SIN),DL7662델타항공,T2,A B G,251.0, 출발 ,
231,23시40분,싱가포르 (SIN),SQ603싱가포르항공,T1,D08-D17,23.0, 출발 ,-
232,23시40분,싱가포르 (SIN),OZ6783아시아나항공,T1,D08-D17,23.0, 출발 ,
233,23시40분,싱가포르 (SIN),VA5405버진 오스트레일리아,T1,D08-D17,23.0, 출발 ,
234,23시40분,싱가포르 (SIN),AC6306캐나다항공,T1,D08-D17,23.0, 출발 ,
235,23시42분,마카오 (MFM),7C2003제주항공,T1,M19-M36,127.0, 출발 ,-
236,23시42분,마카오 (MFM),H19851한 에어,T1,M19-M36,127.0, 출발 ,
237,23시50분,마닐라 (MNL),Z2889필리핀에어아시아,T1,F01-F06,124.0, 출발 ,-
238,23시57분,칭다오 (TAO),SC4722산동항공,T1,L27-L30,27.0, 출발 ,-
239,23시57분,칭다오 (TAO),OZ6717아시아나항공,T1,L27-L30,27.0, 출발 ,
240,23시57분,칭다오 (TAO),CA4722중국국제항공,T1,L27-L30,27.0, 출발 ,
241,23시59분,선전 (SZX),BX319에어부산,T1,L19-L22,117.0, 출발 ,-
242,21시01분,로스앤젤레스 (LAX),OZ204아시아나항공,T1,B19-C36,12.0, 출발 ,-
243,21시01분,로스앤젤레스 (LAX),TG6743타이항공,T1,B19-C36,12.0, 출발 ,
244,21시01분,로스앤젤레스 (LAX),UA7287유나이티드항공,T1,B19-C36,12.0, 출발 ,
245,21시01분,로스앤젤레스 (LAX),CM8001코파항공,T1,B19-C36,12.0, 출발 ,
246,21시01분,로스앤젤레스 (LAX),SQ5704싱가포르항공,T1,B19-C36,12.0, 출발 ,
247,21시02분,가오슝 (KHH),BR171에바항공,T1,E12-E16,31.0, 출발 ,-
248,21시02분,가오슝 (KHH),AC6538캐나다항공,T1,E12-E16,31.0, 출발 ,
249,21시02분,가오슝 (KHH),OZ6875아시아나항공,T1,E12-E16,31.0, 출발 ,
250,21시04분,두옹 당(푸ㅤㄲㅝㄱ) (PQC),7C4103제주항공,T1,M19-N06,124.0, 출발 ,-
251,21시04분,두옹 당(푸ㅤㄲㅝㄱ) (PQC),H19776한 에어,T1,M19-N06,124.0, 출발 ,
252,21시04분,도쿄/하네다 (HND),KE719대한항공,T2,A B G,243.0, 출발 ,-
253,21시04분,도쿄/하네다 (HND),AF7881에어 프랑스,T2,A B G,243.0, 출발 ,
254,21시04분,도쿄/하네다 (HND),JL5256일본항공,T2,A B G,243.0, 출발 ,
255,21시07분,호놀룰루 (HNL),KE053대한항공,T2,C,267.0, 출발 ,-
256,21시07분,호놀룰루 (HNL),HA6019하와이안 항공,T2,C,267.0, 출발 ,
257,21시07분,호놀룰루 (HNL),DL7939델타항공,T2,C,267.0, 출발 ,
258,21시09분,코로르 (ROR),KE677대한항공,T2,A B G,260.0, 출발 ,-
259,21시09분,코로르 (ROR),DL9026델타항공,T2,A B G,260.0, 출발 ,
260,21시10분,다낭 (DAD),ZE593이스타항공,T1,F06-F18,122.0, 출발 ,-
261,21시11분,오사카/ 간사이 (KIX),KE721대한항공,T2,A B G,256.0, 출발 ,-
262,21시11분,오사카/ 간사이 (KIX),DL7682델타항공,T2,A B G,256.0, 출발 ,
263,21시11분,오사카/ 간사이 (KIX),JL5214일본항공,T2,A B G,256.0, 출발 ,
264,21시11분,오사카/ 간사이 (KIX),AF7891에어 프랑스,T2,A B G,256.0, 출발 ,
265,21시11분,오사카/ 간사이 (KIX),AZ2771알리탈리아,T2,A B G,256.0, 출발 ,
266,21시12분,광저우 (CAN),OZ355아시아나항공,T1,B19-C36,9.0, 출발 ,-
267,21시13분,울란바토르 (ULN),OZ567아시아나항공,T1,B19-C36,7.0, 출발 ,-
268,21시15분,호찌민 (SGN),TW121티웨이항공,T1,H01-H18,114.0, 출발 ,-
269,21시15분,뉴욕/존에프케네디 (JFK),OZ224아시아나항공,T1,B19-C36,14.0, 출발 ,-
270,21시15분,뉴욕/존에프케네디 (JFK),UA7302유나이티드항공,T1,B19-C36,14.0, 출발 ,
271,21시15분,뉴욕/존에프케네디 (JFK),CM8007코파항공,T1,B19-C36,14.0, 출발 ,
272,21시15분,뉴욕/존에프케네디 (JFK),TG6755타이항공,T1,B19-C36,14.0, 출발 ,
273,21시18분,마카오 (MFM),NX825에어마카우,T1,L23-L27,42.0, 출발 ,-
274,21시18분,마카오 (MFM),OZ6865아시아나항공,T1,L23-L27,42.0, 출발 ,
275,21시19분,샌프란시스코 (SFO),OZ212아시아나항공,T1,B19-C36,23.0, 출발 ,-
276,21시19분,샌프란시스코 (SFO),SQ5712싱가포르항공,T1,B19-C36,23.0, 출발 ,
277,21시19분,샌프란시스코 (SFO),TG6747타이항공,T1,B19-C36,23.0, 출발 ,
278,21시19분,샌프란시스코 (SFO),UA7289유나이티드항공,T1,B19-C36,23.0, 출발 ,
279,21시21분,오사카/ 간사이 (KIX),MM010피치항공,T1,E01-E07,115.0, 출발 ,-
280,21시22분,방콕/수완나폼 (BKK),TW101티웨이항공,T1,H01-H18,112.0, 출발 ,-
281,21시24분,창사 (CSX),OZ321아시아나항공,T1,B19-C36,22.0, 출발 ,-
282,21시24분,라스베이거스 (LAS),KE005대한항공,T2,C,233.0, 출발 ,-
283,21시24분,라스베이거스 (LAS),DL9034델타항공,T2,C,233.0, 출발 ,
284,21시25분,청두 (CTU),3U8904사천항공,T1,C19-C22,48.0, 출발 ,-
285,21시25분,청두 (CTU),CZ4090중국남방항공,T1,C19-C22,48.0, 출발 ,
